AccSpeciesName,Unnamed: 0,OrigValueStr
Eragrostis multicaulis,17904.5,0
Eragrostis perennans,72678,1
Eragrostis pilosa,24292.5,0
Eragrostis pilosissima,72679.5,1
Eragrostis pilosiuscula,72690.5,1
Eragrostis poaeoides,72690,0
Eragrostis tef,17908,0
Eragrostis tephrosanthos,72682,1
Eragrostis unioloides,137175,1
Eragrostis variabilis,73597,0
Eragrostis zeylanica,72683,1
Eranthis hyemalis,138260,0
Erblichia odorata,154747,1
Erechtites,137578,1
Erechtites valerianifolia,137635,1
Eremaea acutifolia,142039,1
Eremaea beaufortioides,141405,1
Eremaea blackwelliana,142040,1
Eremaea ebracteata,142041,1
Eremaea pauciflora,47145.16667,1
Eremaea violacea,142551,1
Eremalche rotundifolia,73960,0
Eremanthus glomerulatus,77602,1
Eremanthus goyazensis,77603,1
Eremia totta,139223,1
Eremocharis fruticosa,52711.66667,1
Eremogone capillaris,138977.5,0
Eremogone fendleri,42346,0
Eremogone lychnidea,137818,0
Eremolaena humblotiana,156165,1
Eremoluma,156033,1
Eremophila,53182.75,1
Eremophila bignoniflora,69518.6,1
Eremophila bowmanii,68218,1
Eremophila deserti,52051.78947,1
Eremophila desertorum,34448.5,1
Eremophila duttonii,67134.6,1
Eremophila gilesii,68192.5,1
Eremophila glabra,44862.75758,1
Eremophila latrobei,56981.28571,1
Eremophila longifolia,43725.6,1
Eremophila maculata,59743.71429,1
Eremophila mitchelli,39619.85714,1
Eremophila mitchellii,54703.71429,1
Eremophila oppositifolia,75479.5,1
Eremophila polyclada,68872.4,1
Eremophila sturtii,66024,1
Eremospatha,157153,1
Eremospatha cabrae,157250,1
Eremospatha macrocarpa,157251,1
Eremospatha wendlandiana,157252,1
Ereochloa crebra,89045.5,0
Eria,138098,1
Eriachne pallescens,72614.5,1
Erica,73838.57143,0.510204082
Erica abietina subsp. atrorosea,139255,1
Erica arborea,37240.7037,1
Erica australis,81711.2,1
Erica austronyassana,141740,1
Erica baccans,141672,1
Erica benguelensis,145041,1
Erica brachialis,139224,1
Erica caffra,143107,1
Erica cerinthoides,95080.5,1
Erica ciliaris,47678.33333,1
Erica cinerea,31487.25926,1
Erica coccinea,72357.5,0.5
Erica corifolia,82927.5,1
Erica cruenta,139226,1
Erica curviflora,72360.5,0.5
Erica curvirostris,139227,1
Erica deliciosa,72362.5,0.5
Erica diaphana,139228,1
Erica discolor,94652.66667,0.666666667
Erica erigena,46532.88889,1
Erica filago,139304,1
Erica formosa,139230,1
Erica glauca,139231,1
Erica glomiflora,139232,1
Erica hebecalyx,139233,1
Erica herbacea,64230.71429,0.857142857
Erica hexandra,145042,1
Erica hirtiflora,139234,1
Erica imbricata,141678,1
Erica irregularis,72366.5,0.5
Erica johnstoniana,141741,1
Erica junonia,143108,1
Erica lanceolifera,141742,1
Erica lasciva,141679,1
Erica lateralis,139235,1
Erica lusitanica,89356,1
Erica mackaiana,47842,1
Erica mammosa,141681,1
Erica manipuliflora,71772.5,1
Erica mannii,145043,1
Erica melanthera,142262,1
Erica microdonta,141750,1
Erica milanjiana,143063,1
Erica multiflora,50876.44444,1
Erica natalitia,141744,1
Erica nyassana,145044,1
Erica pannosa,141689,1
Erica parilis,141683,1
Erica patersonii,139237,1
Erica peziza,139238,1
Erica pillansii,139239,1
Erica pinea,139240,1
Erica pleiotricha,141745,1
Erica plukenetii,94556.625,0.875
Erica pulchella,82933,1
Erica quadrangularis,72370.5,0.5
Erica scoparia,47736.09091,1
Erica scoparia subsp. azorica,54057,1
Erica scoparia subsp. scoparia,47345,1
Erica sessiliflora,139241,1
Erica sicula,53924,1
Erica silvatica,143074,1
Erica sitiens,139242,1
Erica spectabilis,139243,1
Erica spiculifolia,53532,0
Erica subdivaricata,141686,1
Erica taxifolia,139244,1
Erica terminalis,98494.5,1
Erica tetralix,34678.42105,0.842105263
Erica tumida,139245,1
Erica umbellata,81682.6,1
Erica urna-viridis,72420.5,0.5
Erica vagans,47748,1
Erica verecunda,139246,1
Erica versicolor,139247,1
Erica vestita,116051.3333,1
Erica viscaria subsp. longifolia,141690,1
Erica whyteana,141747,1
Erica wildii,141748,1
Erica woodii,141749,1
Ericameria nauseosa var. nauseosa,68686.2381,0.619047619
Ericameria paniculata,73232,1
Ericameria pinifolia,142181,1
Erigeron,52997.07143,0.071428571
Erigeron acris,100836.5,0.25
Erigeron alpinus,17914,0
Erigeron annuus,17915,1
Erigeron atticus,17916,0
Erigeron bonariensis,17665,0
Erigeron canadensis,44540.66667,0.333333333
Erigeron divergens,42393,0
Erigeron flagellaris,42394,0
Erigeron floribundus,137636,1
Erigeron formosissimus,42395,0
Erigeron neglectus,137637,1
Erigeron schleicheri,17917,0
Erigeron speciosus,46303.75,0
Erigeron sumatrensis,77651,0.5
Erigeron tracyi,42392,0
Erigeron uniflorus,76648,0.666666667
Erigeron vagus,47336.5,0
Erinacea,142394,1
Erinacea anthyllis,98374,0.5
Eriobotrya bengalensis,79284,1
Eriobotrya japonica,59713.76923,1
Eriobotrya prinoides,79412,1
Eriocaulon,137910,1
Eriocaulon sexangulare,73407,1
Eriocephalus africanus,139567,1
Eriochiton sclerolaenoides,68360.5,1
Eriodictyon californicum,36146.4375,1
Eriodictyon crassifolium var. nigrescens,76745,1
Eriodictyon traskiae,73334,0
Eriogonum,47175.5,0
Eriogonum alatum,45772,0
Eriogonum cinereum,51933.83333,0.5
Eriogonum fasciculatum,89228.57143,0.857142857
Eriogonum fasciculatum var. foliolosum,76747,1
Eriogonum giganteum,141607,1
Eriogonum inflatum,73147.5,1
Eriogonum latifolium,57777,1
Eriogonum lonchophyllum,47490.5,0
Eriogonum microthecum,94309,1
Eriogonum pharnaceoides,42396,0
Eriogonum racemosum,115790.1667,0
Eriogonum umbellatum,46279.73333,0
Eriolaena spectabilis,79413,0
Eriophorum angustifolium,77179.3913,0.043478261
Eriophorum gracile,100642.75,0.75
Eriophorum latifolium,17921,1
Eriophorum scheuchzeri,17922,1
Eriophorum vaginatum,45654.5,0.5
Eriophyllum confertiflorum,56913.2,0
Eriostemon australasius,37965.89474,0.947368421
Eriostemon buxifolius,59599.5,1
Eriostemon difformis,39950.04,1
Eriostemon linearis,67449.25,1
Eriostemon myoporoides,75469,1
Eriostemon spicatus,69124.25,1
Eriotheca candolleana,150387,1
Eriotheca discolor,46780.28571,1
Eriotheca globosa,55026,0
Eriotheca pubescens,74067.66667,0.5
Eriotheca roseorum,91394.5,0
Erisma,76292,1
Erisma bicolor,80600,1
Erisma blancoa,105443.5,1
Erisma calcaratum,111760.5,1
Erisma floribundum,156219,1
Erisma fuscum,153106,1
Erisma nitidum,153107,1
Erisma uncinatum,79147.75,1
Erismadelphus,145856,1
Erismadelphus exsul,93432.66667,1
Erithalis fruticosa,89583.28571,1
Erocallis triphylla,146141,1
Erodium,137973,1
Erodium botrys,30679,0
Erodium cicutarium,20563.33333,0.333333333
Erodium lebelii,17925,1
Erodium stephanianum,48436.5,0.25
Erophila verna,37440.75,1
Erpodium mangiferae,138432,1
Erucastrum gallicum,77843,1
Erucastrum nasturtiifolium,17928,1
Ervatamia,143281,1
Erycibe,135622,1
Erycibe coriacea,135623,1
Erycibe glomerata,135624,1
Erycibe maingayi,135625,1
Erycibe obtusifolia,55647.6,0.4
Erycibe tomentosa,135626,1
Erycina echinata,73449,1
Eryngium caeruleum,1368,0
Eryngium campestre,31511.5,0
Eryngium paniculatum,137466,1
Eryngium planum,17930,0
Erysimum capitatum,47277.16667,0
Erysimum cheiranthoides,24305.5,0.5
Erysimum cheiri,34970,1
Erysimum crepidifolium,77846,1
Erysimum odoratum,17933,1
Erysimum repandum,17934,0
Erysimum scoparium,137761,1
Erysimum virgatum,17935,1
Erythaea,156928,1
Erythraea,156897,1
Erythrina amazonica,69911,0
Erythrina caffra,43977.28571,0.571428571
Erythrina cochleata,53933,0
Erythrina costaricensis,30735,0.166666667
Erythrina crista-galli,78776.5,0
Erythrina excelsa,50259,1
Erythrina falcata,156433,0
Erythrina flabelliformis,41977,0
Erythrina folkersii,38519.91667,0.166666667
Erythrina fusca,70348.5,0
Erythrina herbacea,35726,0.4
Erythrina humeana,143705,0
Erythrina indica,149445,1
Erythrina livingstoniana,71061.25,0
Erythrina poeppigiana,40905.14286,0.285714286
Erythrina sandwicensis,111524.5,0
Erythrina subumbrans,149627,0
Erythrina tahitensis,155111,0
Erythrina ulei,70234.4,0
Erythrina variegata,111024.5,0.5
Erythrina velutina,156764,0
Erythrina vespertilio,96797.66667,0
Erythrochiton fallax,50244.125,1
Erythrococca bongensis,63366.5,1
Erythronium americanum,74298,0
Erythronium grandiflorum,45766.5,0
Erythrophleum africanum,103323,0.105263158
Erythrophleum chlorostachys,47560,0.545454545
Erythrophleum couminga,155112,0
Erythrophleum densiflorum,156568,1
Erythrophleum fordii,53496.5,0.5
Erythrophleum ivorense,62897.5,1
Erythrophleum lasianthum,47778.85714,1
Erythrophleum micranthum,63417.5,1
Erythrophleum suaveolens,65272.66667,1
Erythrophysa aesculina,156601,0
Erythropsis,81769.5,1
Erythrospermum,145123,1
Erythroxylon,143579,1
Erythroxylum,75864.5,1
Erythroxylum areolatum,54334.83333,0.666666667
Erythroxylum campestre,78371.5,1
Erythroxylum citrifolium,53198.22222,0.444444444
Erythroxylum coca,140057,1
Erythroxylum confusum,72030.75,1
Erythroxylum cumanense,45301.14286,0
Erythroxylum daphnites,115251.2143,1
Erythroxylum delagoense,143580,1
Erythroxylum emarginatum,90082.33333,1
Erythroxylum fimbriatum,53855.66667,1
Erythroxylum gerrardii,140058,1
Erythroxylum glaucum,140060,1
Erythroxylum havanense,145197,0
Erythroxylum macrophyllum,52167.54545,1
Erythroxylum microphyllum,68320.5,0
Erythroxylum mucronatum,155018,1
Erythroxylum orinocense,45305.14286,0
Erythroxylum panamense,54171.16667,1
Erythroxylum rotundifolium,74645.33333,1
Erythroxylum sechellarum,31132,1
Erythroxylum skutchii,57810,1
Erythroxylum squamatum,143582,1
Erythroxylum steyermarkii,145198,0
Erythroxylum suberosum,53363,0.6
Erythroxylum subrotundum,148618,1
Erythroxylum tortuosum,78387,1
Erythroxylum vaccinifolium,73663,0
Erythroxylum vacciniifolium,66624,0
Escallonia illinita,57815,1
Escallonia myrtilloides,46630.5,1
Escallonia pulverulenta,57817,1
Escallonia rubra,53389,1
Escallonia rubra var. macrantha,43672,1
Escallonia virgata,64314.25,0.5
Eschscholzia californica,17936,0
Eschweilera,23779.66667,1
Eschweilera alata,103995,1
Eschweilera albiflora,123584.6667,1
Eschweilera amazonica,150173,1
Eschweilera amazoniciformis,150174,1
Eschweilera andina,79166.5,1
Eschweilera atropetiolata,103998,1
Eschweilera bracteosa,83936.6,1
Eschweilera calyculata,155365,1
Eschweilera carinata,150178,1
Eschweilera collina,150179,1
Eschweilera congestiflora,150180,1
Eschweilera coriacea,75492.95238,1
Eschweilera cyathiformis,55059,1
Eschweilera decolorans,62640.625,1
Eschweilera giga,57827,1
Eschweilera gigantea,110442,1
Eschweilera grandiflora,108669,0.666666667
Eschweilera hondurensis,44618,1
Eschweilera itayensis,97017,1
Eschweilera juruensis,85864.75,1
Eschweilera laevicarpa,90909.66667,0.333333333
Eschweilera longirachis,54130.66667,1
Eschweilera micrantha,61565.8,1
Eschweilera ovalifolia,70226.25,1
Eschweilera ovata,99984.2,1
Eschweilera parviflora,91542.7,1
Eschweilera parvifolia,95080.11111,1
Eschweilera pedicellata,91611.75,1
Eschweilera potaroensis,150195,1
Eschweilera pseudodecolorans,57836,1
Eschweilera reversa,150249,1
Eschweilera rodriguesiana,104016.5,1
Eschweilera rufifolia,85774,1
Eschweilera sagotiana,93724.75,1
Eschweilera sclerophylla,155366,1
Eschweilera simiorum,150199,1
Eschweilera subglandulosa,109484,1
Eschweilera tenax,124771.3333,1
Eschweilera tenuifolia,150202,1
Eschweilera tessmannii,150203,1
Eschweilera truncata,71615.5,1
Eschweilera wachenheimii,72074,1
Esclerobium micropetalum,8178,1
Esenbeckia,156916,1
Esenbeckia almawillia,92664.5,1
Esenbeckia grandiflora,58614.16667,1
Espeletia,138945,1
Etlingera coccinea,138423,1
Eubotrys racemosa,44657.75,0.0625
Eubotrys recurva,68418.66667,0
Euc saligna DE,81566,1
Eucalyptopsis papuana,153670,1
Eucalyptus,44322.58182,0.981818182
Eucalyptus PF (hybrid E. teriticornis x E. grandis),76785,1
Eucalyptus abdita,151101,1
Eucalyptus acaciiformis,103462,1
Eucalyptus accedens,101026,1
Eucalyptus acies,151105,1
Eucalyptus acmenoides,66677.125,1
Eucalyptus aenea,79646,1
Eucalyptus aequioperta,81856,1
Eucalyptus agglomerata,79647.5,1
Eucalyptus aggregata,79648.5,1
Eucalyptus alaticaulis,151111,1
Eucalyptus alba,120500.6667,1
Eucalyptus albens,50177.16667,1
Eucalyptus albida,50949,1
Eucalyptus albopurpurea,151114,1
Eucalyptus alipes,81859.5,1
Eucalyptus alligatrix,151115,1
Eucalyptus alpina,151116,1
Eucalyptus ambigua,72708,1
Eucalyptus amplifolia,55967.8,1
Eucalyptus amygdalina,154788,1
Eucalyptus anceps,151119,1
Eucalyptus ancophila,81861.5,1
Eucalyptus andrewsii,79657.5,1
Eucalyptus andrewsii subsp. campanulata,50756.16667,1
Eucalyptus angophoroides,79658.5,1
Eucalyptus angulosa,151122,1
Eucalyptus angustissima,155530,1
Eucalyptus annulata,151123,1
Eucalyptus apiculata,79660.5,1
Eucalyptus apodophylla,151125,1
Eucalyptus apothalassica,79662,1
Eucalyptus approximans,79663,1
Eucalyptus approximans subsp. codonocarpa,80053,1
Eucalyptus aquilina,151128,1
Eucalyptus arachnaea,151129,1
Eucalyptus archeri,151130,1
Eucalyptus arenacea,151131,1
Eucalyptus argillacea,84346,1
Eucalyptus argophloia,85572.75,1
Eucalyptus aromaphloia,151134,1
Eucalyptus aspersa,151135,1
Eucalyptus aspratilis,81866,1
Eucalyptus astringens,92480.25,1
Eucalyptus atrata,151137,1
Eucalyptus badjensis,79670.5,1
Eucalyptus baeuerlenii,79671.5,1
Eucalyptus baileyana,79672.5,1
Eucalyptus bakeri,79673.5,1
Eucalyptus bancroftii,104960.3333,1
Eucalyptus banksii,79675.5,1
Eucalyptus barberi,151144,1
Eucalyptus baueriana,79677,1
Eucalyptus baxteri,31158.42857,1
Eucalyptus beardiana,151147,1
Eucalyptus behriana,37839.66667,1
Eucalyptus bensonii,81874,1
Eucalyptus benthamii,79682.5,1
Eucalyptus beyeri,151150,1
Eucalyptus beyeriana,81875.5,1
Eucalyptus bicolor,72964.2,1
Eucalyptus bigalerita,79685.5,1
Eucalyptus biturbinata,79686.5,1
Eucalyptus blakelyi,58271.75,1
Eucalyptus blaxlandi,155536,1
Eucalyptus blaxlandii,79689.5,1
Eucalyptus bosistoana,79691.5,1
Eucalyptus botryoides,57700,1
Eucalyptus brachyandra,151158,1
Eucalyptus brachycalyx,151159,1
Eucalyptus brachyphylla,151160,1
Eucalyptus brassiana,151161,1
Eucalyptus brevifolia,45032.625,1
Eucalyptus bridgesiana,79697.5,1
Eucalyptus brockwayi,151164,1
Eucalyptus brookeriana,153351,1
Eucalyptus brownii,79699.5,1
Eucalyptus brunnea,79700.5,1
Eucalyptus buprestium,151168,1
Eucalyptus burdettiana,151169,1
Eucalyptus burgessiana,107433.3333,1
Eucalyptus burracoppinensis,151170,1
Eucalyptus caesia,151171,1
Eucalyptus calcicola,151172,1
Eucalyptus caleyi,79704.5,1
Eucalyptus caliginosa,79705.5,1
Eucalyptus calycogona,55884.66667,1
Eucalyptus camaldulensis,65005.10526,0.947368421
Eucalyptus cambageana,79711,1
Eucalyptus cameronii,79712,1
Eucalyptus camfieldii,79713,1
Eucalyptus campaspe,151180,1
Eucalyptus camphora,79841.75,1
Eucalyptus canaliculata,79717,1
Eucalyptus canobolensis,79718.5,1
Eucalyptus capillosa,90222.71757,1
Eucalyptus capitellata,75979.125,1
Eucalyptus carnea,79722.5,1
Eucalyptus carnei,55902.66667,1
Eucalyptus carneixsalubris,155675,1
Eucalyptus castrensis,151188,1
Eucalyptus celastroides,151189,1
Eucalyptus cephalocarpa,151190,1
Eucalyptus cerasiformis,151191,1
Eucalyptus ceratocorys,151192,1
Eucalyptus cernua,151193,1
Eucalyptus chapmaniana,79728,1
Eucalyptus chloroclada,79729,1
Eucalyptus cinerea,79730,1
Eucalyptus cinerea subsp. triplex,82164.5,1
Eucalyptus cladocalyx,80655.01064,1
Eucalyptus clelandii,151198,1
Eucalyptus clivicola,151199,1
Eucalyptus cloeziana,91168.5,1
Eucalyptus cneorifolia,151201,1
Eucalyptus coccifera,70333.25,1
Eucalyptus comitae-vallis,151203,1
Eucalyptus concinna,79737.5,1
Eucalyptus conferruminata,151205,1
Eucalyptus confluens,151206,1
Eucalyptus conglobata,151207,1
Eucalyptus conglomerata,151208,1
Eucalyptus conica,79741.5,1
Eucalyptus conjuncta,79742.5,1
Eucalyptus consideniana,105008.6667,1
Eucalyptus conspicua,79744.5,1
Eucalyptus coolabah,85843.83333,1
Eucalyptus cooperiana,151214,1
Eucalyptus copulans,79747,1
Eucalyptus cordata,151216,1
Eucalyptus cornuta,151217,1
Eucalyptus coronata,151218,1
Eucalyptus corrugata,151219,1
Eucalyptus cosmophylla,151220,1
Eucalyptus crebra,91860.2,1
Eucalyptus crenulata,151222,1
Eucalyptus creta,151223,1
Eucalyptus cretata,151224,1
Eucalyptus croajingolensis,79754.5,1
Eucalyptus crucis,151226,1
Eucalyptus cullenii,151227,1
Eucalyptus cunninghamii,116709.25,1
Eucalyptus cupularis,151229,1
Eucalyptus curtisii,151230,1
Eucalyptus cyanophylla,151231,1
Eucalyptus cylindriflora,151232,1
Eucalyptus cylindrocarpa,151233,1
Eucalyptus cypellocarpa,63552.66667,1
Eucalyptus dalrympleana,79761,1
Eucalyptus dawsonii,79762,1
Eucalyptus dealbata,57677.6,1
Eucalyptus deanei,79764.5,1
Eucalyptus decipiens,151239,1
Eucalyptus decorticans,151240,1
Eucalyptus deflexa,151241,1
Eucalyptus deglupta,136595.75,1
Eucalyptus delegatensis,94188.82369,1
Eucalyptus dendromorpha,79769.5,1
Eucalyptus dendrosheath,81986,1
Eucalyptus denticulata,81919,1
Eucalyptus depauperata,151245,1
Eucalyptus desmondensis,151246,1
Eucalyptus deuaensis,81920,1
Eucalyptus dielsii,151247,1
Eucalyptus diminuta,151248,1
Eucalyptus diptera,151249,1
Eucalyptus discreta,151250,1
Eucalyptus dissita,81921,1
Eucalyptus diversicolor,61744.77778,1
Eucalyptus diversifolia,41560.625,1
Eucalyptus dives,40123.88889,1
Eucalyptus dolichocera,151254,1
Eucalyptus dolichorhyncha,151255,1
Eucalyptus doratoxylon,151256,1
Eucalyptus dorrigoensis,81923.5,1
Eucalyptus drepanophylla,151257,1
Eucalyptus drummondii,87634,1
Eucalyptus dumosa,42132.40741,1
Eucalyptus dundasii,151260,1
Eucalyptus dunnii,80504.22917,1
Eucalyptus dura,151262,1
Eucalyptus dwyeri,57775.4,1
Eucalyptus ebbanoensis,151264,1
Eucalyptus elata,79790,1
Eucalyptus elliptica,79791,1
Eucalyptus engelmannii,151831,1
Eucalyptus erectifolia,151267,1
Eucalyptus eremicola,79792.5,1
Eucalyptus eremicola subsp. peeneri,151842,1
Eucalyptus eremophila,151269,1
Eucalyptus erythrocorys,92723.5,1
Eucalyptus erythronema,151271,1
Eucalyptus eudesmioides,153408.5,1
Eucalyptus eugenioides,52282.66667,1
Eucalyptus ewartiana,79797,1
Eucalyptus exigua,81933.5,1
Eucalyptus exilis,151275,1
Eucalyptus exserta,79799,1
Eucalyptus extensa,151277,1
Eucalyptus extrica,151278,1
Eucalyptus falcata,151279,1
Eucalyptus famelica,151280,1
Eucalyptus fasciculosa,151281,1
Eucalyptus fastigata,46262.2,1
Eucalyptus fergusonii,79803.5,1
Eucalyptus fibrosa,98004.25,1
Eucalyptus fibrosa subsp. nubila,80154.5,1
Eucalyptus flavida,151285,1
Eucalyptus flindersii,151286,1
Eucalyptus flocktoniae,79806.5,1
Eucalyptus foecunda,40954.53333,1
Eucalyptus foliosa,109005,1
Eucalyptus formanii,151290,1
Eucalyptus forrestiana,151292,1
Eucalyptus fracta,81938,1
Eucalyptus fraseri,151293,1
Eucalyptus fraxinoides,61178,1
Eucalyptus froggattii,151295,1
Eucalyptus fulgens,151296,1
Eucalyptus fusiformis,81939.5,1
Eucalyptus gamophylla,50629.83333,1
Eucalyptus gardneri,151298,1
Eucalyptus georgei,151299,1
Eucalyptus gillenii,73832.42857,1
Eucalyptus gillii,79819,1
Eucalyptus gittinsii,151302,1
Eucalyptus glaucescens,79820.5,1
Eucalyptus glaucina,79821.5,1
Eucalyptus globoidea,58713.375,1
Eucalyptus globulus,72235.39024,0.991869919
Eucalyptus globulus subsp. bicostata,81947.5,1
Eucalyptus globulus subsp. maidenii,71743.66667,1
Eucalyptus globulus subsp. pseudoglobulus,106634,1
Eucalyptus glomerosa,151307,1
